Day;Hours;Price(DKK/Mwh)
12-04-2016;14 - 15;166.1
12-04-2016;15 - 16;165.28
12-04-2016;16 - 17;164.76
12-04-2016;17 - 18;165.58
12-04-2016;18 - 19;165.95
12-04-2016;19 - 20;166.99
12-04-2016;20 - 21;167.96
12-04-2016;21 - 22;167.44
12-04-2016;22 - 23;164.09
12-04-2016;23 - 00;160.29
13-04-2016;00 - 01;161.94
13-04-2016;01 - 02;158.22
13-04-2016;02 - 03;157.77
13-04-2016;03 - 04;158.37
13-04-2016;04 - 05;161.49
13-04-2016;05 - 06;165.66
13-04-2016;06 - 07;171.09
13-04-2016;07 - 08;205.32
13-04-2016;08 - 09;260.02
13-04-2016;09 - 10;239.19
13-04-2016;10 - 11;213.81
13-04-2016;11 - 12;199.15
13-04-2016;12 - 13;186.42
13-04-2016;13 - 14;182.7
13-04-2016;14 - 15;180.25
13-04-2016;15 - 16;173.62
13-04-2016;16 - 17;171.76
13-04-2016;17 - 18;174.74
13-04-2016;18 - 19;175.26
13-04-2016;19 - 20;175.26
13-04-2016;20 - 21;177.34
13-04-2016;21 - 22;174.74
13-04-2016;22 - 23;170.72
13-04-2016;23 - 00;167.45
14-04-2016;00 - 01;162.52
14-04-2016;01 - 02;159.25
14-04-2016;02 - 03;157.61
14-04-2016;03 - 04;155.83
14-04-2016;04 - 05;156.72
14-04-2016;05 - 06;165.8
14-04-2016;06 - 07;171.53
14-04-2016;07 - 08;232.7
14-04-2016;08 - 09;277.42
14-04-2016;09 - 10;257.4
14-04-2016;10 - 11;230.02
14-04-2016;11 - 12;208.96
14-04-2016;12 - 13;196.46
14-04-2016;13 - 14;186.41
14-04-2016;14 - 15;177.33
14-04-2016;15 - 16;174.43
14-04-2016;16 - 17;172.79
14-04-2016;17 - 18;175.77
14-04-2016;18 - 19;180.98
14-04-2016;19 - 20;176.14
14-04-2016;20 - 21;174.65
14-04-2016;21 - 22;171.01
14-04-2016;22 - 23;169.22
14-04-2016;23 - 00;165.42
15-04-2016;00 - 01;158.88
15-04-2016;01 - 02;154.78
15-04-2016;02 - 03;152.18
15-04-2016;03 - 04;149.87
15-04-2016;04 - 05;151.36
15-04-2016;05 - 06;159.47
15-04-2016;06 - 07;168.25
15-04-2016;07 - 08;174.5
15-04-2016;08 - 09;182.99
15-04-2016;09 - 10;178.37
15-04-2016;10 - 11;176.66
15-04-2016;11 - 12;172.94
15-04-2016;12 - 13;171.75
15-04-2016;13 - 14;170.63
15-04-2016;14 - 15;168.55
15-04-2016;15 - 16;162.89
15-04-2016;16 - 17;161.78
15-04-2016;17 - 18;164.68
15-04-2016;18 - 19;168.62
15-04-2016;19 - 20;168.55
15-04-2016;20 - 21;168.85
15-04-2016;21 - 22;168.85
15-04-2016;22 - 23;167.88
15-04-2016;23 - 00;163.12
16-04-2016;00 - 01;158.92
16-04-2016;01 - 02;151.4
16-04-2016;02 - 03;147.91
16-04-2016;03 - 04;144.34
16-04-2016;04 - 05;144.48
16-04-2016;05 - 06;145.38
16-04-2016;06 - 07;148.35
16-04-2016;07 - 08;152
16-04-2016;08 - 09;157.28
16-04-2016;09 - 10;161
16-04-2016;10 - 11;158.92
16-04-2016;11 - 12;158.03
16-04-2016;12 - 13;155.5
16-04-2016;13 - 14;152.97
16-04-2016;14 - 15;151.55
16-04-2016;15 - 16;149.92
16-04-2016;16 - 17;151.48
16-04-2016;17 - 18;153.19
16-04-2016;18 - 19;154.98
16-04-2016;19 - 20;159.29
16-04-2016;20 - 21;161.6
16-04-2016;21 - 22;160.63
16-04-2016;22 - 23;157.88
16-04-2016;23 - 00;151.26
17-04-2016;00 - 01;143.82
17-04-2016;01 - 02;131.99
17-04-2016;02 - 03;117.93
17-04-2016;03 - 04;112.57
17-04-2016;04 - 05;112.72
17-04-2016;05 - 06;108.41
17-04-2016;06 - 07;110.27
17-04-2016;07 - 08;126.04
17-04-2016;08 - 09;134.97
17-04-2016;09 - 10;142.49
17-04-2016;10 - 11;143.68
17-04-2016;11 - 12;145.61
17-04-2016;12 - 13;143.6
17-04-2016;13 - 14;143.38
17-04-2016;14 - 15;140.77
17-04-2016;15 - 16;137.8
17-04-2016;16 - 17;135.12
17-04-2016;17 - 18;139.96
17-04-2016;18 - 19;143.97
17-04-2016;19 - 20;152.6
17-04-2016;20 - 21;157.74
17-04-2016;21 - 22;158.41
17-04-2016;22 - 23;153.57
17-04-2016;23 - 00;148.29
18-04-2016;00 - 01;147.62
18-04-2016;01 - 02;145.91
18-04-2016;02 - 03;142.11
18-04-2016;03 - 04;140.63
18-04-2016;04 - 05;141.37
18-04-2016;05 - 06;152.83
18-04-2016;06 - 07;159.52
18-04-2016;07 - 08;167.11
18-04-2016;08 - 09;168.97
18-04-2016;09 - 10;167.11
18-04-2016;10 - 11;164.58
18-04-2016;11 - 12;162.57
18-04-2016;12 - 13;157.29
18-04-2016;13 - 14;154.02
18-04-2016;14 - 15;153.65
18-04-2016;15 - 16;152.46
18-04-2016;16 - 17;151.12
18-04-2016;17 - 18;154.02
18-04-2016;18 - 19;154.17
18-04-2016;19 - 20;153.8
18-04-2016;20 - 21;156.55
18-04-2016;21 - 22;155.66
18-04-2016;22 - 23;147.1
18-04-2016;23 - 00;142.04
19-04-2016;00 - 01;140.26
19-04-2016;01 - 02;127.61
19-04-2016;02 - 03;111.09
19-04-2016;03 - 04;115.33
19-04-2016;04 - 05;137.21
19-04-2016;05 - 06;143.38
19-04-2016;06 - 07;153.21
19-04-2016;07 - 08;164.14
19-04-2016;08 - 09;167.34
19-04-2016;09 - 10;163.4
19-04-2016;10 - 11;155.81
19-04-2016;11 - 12;151.94
19-04-2016;12 - 13;149.93
19-04-2016;13 - 14;149.26
19-04-2016;14 - 15;148.3
19-04-2016;15 - 16;147.85
19-04-2016;16 - 17;145.77
19-04-2016;17 - 18;145.99
19-04-2016;18 - 19;152.31
19-04-2016;19 - 20;155.44
19-04-2016;20 - 21;157.6
19-04-2016;21 - 22;157.52
19-04-2016;22 - 23;149.78
19-04-2016;23 - 00;143.83
20-04-2016;00 - 01;142.41
20-04-2016;01 - 02;140.25
20-04-2016;02 - 03;122.77
20-04-2016;03 - 04;130.13
20-04-2016;04 - 05;138.62
20-04-2016;05 - 06;148.81
20-04-2016;06 - 07;160.94
20-04-2016;07 - 08;172.1
20-04-2016;08 - 09;173.88
20-04-2016;09 - 10;173.21
20-04-2016;10 - 11;171.28
20-04-2016;11 - 12;166.89
20-04-2016;12 - 13;161.38
20-04-2016;13 - 14;160.42
20-04-2016;14 - 15;160.12
20-04-2016;15 - 16;160.49
20-04-2016;16 - 17;160.64
20-04-2016;17 - 18;164.88
20-04-2016;18 - 19;167.71
20-04-2016;19 - 20;170.61
20-04-2016;20 - 21;171.88
20-04-2016;21 - 22;172.77
20-04-2016;22 - 23;170.54
20-04-2016;23 - 00;161.38
21-04-2016;00 - 01;157.25
21-04-2016;01 - 02;152.56
21-04-2016;02 - 03;148.32
21-04-2016;03 - 04;145.72
21-04-2016;04 - 05;147.65
21-04-2016;05 - 06;157.1
21-04-2016;06 - 07;162.91
21-04-2016;07 - 08;170.8
21-04-2016;08 - 09;173.33
21-04-2016;09 - 10;169.98
21-04-2016;10 - 11;168.49
21-04-2016;11 - 12;165.51
21-04-2016;12 - 13;163.28
21-04-2016;13 - 14;162.54
21-04-2016;14 - 15;161.94
21-04-2016;15 - 16;160.38
21-04-2016;16 - 17;158.81
21-04-2016;17 - 18;158.52
21-04-2016;18 - 19;158.22
21-04-2016;19 - 20;158.07
21-04-2016;20 - 21;159.19
21-04-2016;21 - 22;159.93
21-04-2016;22 - 23;155.39
21-04-2016;23 - 00;149.74
22-04-2016;00 - 01;146.14
22-04-2016;01 - 02;141.9
22-04-2016;02 - 03;141.08
22-04-2016;03 - 04;140.56
22-04-2016;04 - 05;143.83
22-04-2016;05 - 06;155.89
22-04-2016;06 - 07;159.98
22-04-2016;07 - 08;168.39
22-04-2016;08 - 09;170.32
22-04-2016;09 - 10;170.18
22-04-2016;10 - 11;170.1
22-04-2016;11 - 12;169.13
22-04-2016;12 - 13;167.94
22-04-2016;13 - 14;165.56
22-04-2016;14 - 15;163.26
22-04-2016;15 - 16;161.32
22-04-2016;16 - 17;160.13
22-04-2016;17 - 18;161.32
22-04-2016;18 - 19;161.69
22-04-2016;19 - 20;162.36
22-04-2016;20 - 21;162.88
22-04-2016;21 - 22;164
22-04-2016;22 - 23;162.14
22-04-2016;23 - 00;159.31
23-04-2016;00 - 01;160.65
23-04-2016;01 - 02;158.86
23-04-2016;02 - 03;156.33
23-04-2016;03 - 04;156.18
23-04-2016;04 - 05;156.18
23-04-2016;05 - 06;155.51
23-04-2016;06 - 07;156.63
23-04-2016;07 - 08;159.83
23-04-2016;08 - 09;166.82
23-04-2016;09 - 10;172.78
23-04-2016;10 - 11;173.52
23-04-2016;11 - 12;172.63
23-04-2016;12 - 13;168.61
23-04-2016;13 - 14;158.94
23-04-2016;14 - 15;152.16
23-04-2016;15 - 16;150.68
23-04-2016;16 - 17;151.35
23-04-2016;17 - 18;152.16
23-04-2016;18 - 19;156.78
23-04-2016;19 - 20;167.05
23-04-2016;20 - 21;172.85
23-04-2016;21 - 22;172.92
23-04-2016;22 - 23;170.99
23-04-2016;23 - 00;163.77
24-04-2016;00 - 01;159.46
24-04-2016;01 - 02;152.24
24-04-2016;02 - 03;151.95
24-04-2016;03 - 04;152.69
24-04-2016;04 - 05;153.43
24-04-2016;05 - 06;154.48
24-04-2016;06 - 07;152.61
24-04-2016;07 - 08;156.26
24-04-2016;08 - 09;158.49
24-04-2016;09 - 10;160.28
24-04-2016;10 - 11;159.16
24-04-2016;11 - 12;158.34
24-04-2016;12 - 13;157.9
24-04-2016;13 - 14;156.56
24-04-2016;14 - 15;155.59
24-04-2016;15 - 16;154.55
24-04-2016;16 - 17;155
24-04-2016;17 - 18;156.11
24-04-2016;18 - 19;156.34
24-04-2016;19 - 20;163.4
24-04-2016;20 - 21;173.75
24-04-2016;21 - 22;175.09
24-04-2016;22 - 23;173.52
24-04-2016;23 - 00;171.37
25-04-2016;00 - 01;167.87
25-04-2016;01 - 02;159.68
25-04-2016;02 - 03;154.92
25-04-2016;03 - 04;153.58
25-04-2016;04 - 05;155.67
25-04-2016;05 - 06;169.73
25-04-2016;06 - 07;192.2
25-04-2016;07 - 08;204.93
25-04-2016;08 - 09;223.68
25-04-2016;09 - 10;207.53
25-04-2016;10 - 11;201.28
25-04-2016;11 - 12;192.13
25-04-2016;12 - 13;188.63
25-04-2016;13 - 14;189.3
25-04-2016;14 - 15;181.49
25-04-2016;15 - 16;176.72
25-04-2016;16 - 17;176.95
25-04-2016;17 - 18;181.86
25-04-2016;18 - 19;180.59
25-04-2016;19 - 20;182.01
25-04-2016;20 - 21;185.65
25-04-2016;21 - 22;189.97
25-04-2016;22 - 23;180
25-04-2016;23 - 00;170.92
26-04-2016;00 - 01;162.29
26-04-2016;01 - 02;155.52
26-04-2016;02 - 03;155.97
26-04-2016;03 - 04;153.44
26-04-2016;04 - 05;156.78
26-04-2016;05 - 06;169.14
26-04-2016;06 - 07;181.41
26-04-2016;07 - 08;193.32
26-04-2016;08 - 09;208.65
26-04-2016;09 - 10;199.42
26-04-2016;10 - 11;192.2
26-04-2016;11 - 12;186.77
26-04-2016;12 - 13;186.92
26-04-2016;13 - 14;186.25
26-04-2016;14 - 15;184.09
26-04-2016;15 - 16;182.01
26-04-2016;16 - 17;179.7
26-04-2016;17 - 18;182.16
26-04-2016;18 - 19;181.93
26-04-2016;19 - 20;181.56
26-04-2016;20 - 21;182.16
26-04-2016;21 - 22;184.76
26-04-2016;22 - 23;181.34
26-04-2016;23 - 00;172.78
27-04-2016;00 - 01;165.71
27-04-2016;01 - 02;161.47
27-04-2016;02 - 03;161.25
27-04-2016;03 - 04;158.79
27-04-2016;04 - 05;161.03
27-04-2016;05 - 06;171.22
27-04-2016;06 - 07;176.43
27-04-2016;07 - 08;193.1
27-04-2016;08 - 09;218.02
27-04-2016;09 - 10;207.83
27-04-2016;10 - 11;190.86
27-04-2016;11 - 12;185.36
27-04-2016;12 - 13;180.15
27-04-2016;13 - 14;179.63
27-04-2016;14 - 15;175.31
27-04-2016;15 - 16;174.27
27-04-2016;16 - 17;175.09
27-04-2016;17 - 18;178.81
27-04-2016;18 - 19;185.43
27-04-2016;19 - 20;182.6
27-04-2016;20 - 21;179.63
27-04-2016;21 - 22;184.17
27-04-2016;22 - 23;181.34
27-04-2016;23 - 00;175.24
28-04-2016;00 - 01;168.7
28-04-2016;01 - 02;167.21
28-04-2016;02 - 03;167.28
28-04-2016;03 - 04;167.73
28-04-2016;04 - 05;172.35
28-04-2016;05 - 06;180.53
28-04-2016;06 - 07;182.39
28-04-2016;07 - 08;221.83
28-04-2016;08 - 09;275.93
28-04-2016;09 - 10;253.76
28-04-2016;10 - 11;222.72
28-04-2016;11 - 12;213.42
28-04-2016;12 - 13;194.67
28-04-2016;13 - 14;185.89
28-04-2016;14 - 15;191.69
28-04-2016;15 - 16;182.17
28-04-2016;16 - 17;181.05
28-04-2016;17 - 18;180.98
28-04-2016;18 - 19;179.49
28-04-2016;19 - 20;179.49
28-04-2016;20 - 21;180.61
28-04-2016;21 - 22;181.65
28-04-2016;22 - 23;180.08
28-04-2016;23 - 00;176.51
29-04-2016;00 - 01;166.11
29-04-2016;01 - 02;161.49
29-04-2016;02 - 03;159.71
29-04-2016;03 - 04;160.01
29-04-2016;04 - 05;160.97
29-04-2016;05 - 06;165.96
29-04-2016;06 - 07;170.28
29-04-2016;07 - 08;191.93
29-04-2016;08 - 09;206
29-04-2016;09 - 10;172.81
29-04-2016;10 - 11;167.52
29-04-2016;11 - 12;163.5
29-04-2016;12 - 13;164.02
29-04-2016;13 - 14;162.68
29-04-2016;14 - 15;161.27
29-04-2016;15 - 16;163.28
29-04-2016;16 - 17;164.32
29-04-2016;17 - 18;166.26
29-04-2016;18 - 19;167.82
29-04-2016;19 - 20;167.97
29-04-2016;20 - 21;167.67
29-04-2016;21 - 22;167
29-04-2016;22 - 23;164.92
29-04-2016;23 - 00;162.83
30-04-2016;00 - 01;165.39
30-04-2016;01 - 02;163.6
30-04-2016;02 - 03;162.93
30-04-2016;03 - 04;163.45
30-04-2016;04 - 05;163.6
30-04-2016;05 - 06;162.93
30-04-2016;06 - 07;160.62
30-04-2016;07 - 08;168.07
30-04-2016;08 - 09;169.33
30-04-2016;09 - 10;177.07
30-04-2016;10 - 11;178.26
30-04-2016;11 - 12;174.69
30-04-2016;12 - 13;167.02
30-04-2016;13 - 14;163.82
30-04-2016;14 - 15;159.88
30-04-2016;15 - 16;157.57
30-04-2016;16 - 17;160.32
30-04-2016;17 - 18;166.28
30-04-2016;18 - 19;177.89
30-04-2016;19 - 20;177.07
30-04-2016;20 - 21;176.77
30-04-2016;21 - 22;178.63
30-04-2016;22 - 23;176.77
30-04-2016;23 - 00;173.42
01-05-2016;00 - 01;166.7
01-05-2016;01 - 02;152.34
01-05-2016;02 - 03;148.99
01-05-2016;03 - 04;149.29
01-05-2016;04 - 05;149.29
01-05-2016;05 - 06;149.14
01-05-2016;06 - 07;149.07
01-05-2016;07 - 08;153.68
01-05-2016;08 - 09;156.28
01-05-2016;09 - 10;160.53
01-05-2016;10 - 11;165.44
01-05-2016;11 - 12;165.66
01-05-2016;12 - 13;161.79
01-05-2016;13 - 14;157.77
01-05-2016;14 - 15;155.84
01-05-2016;15 - 16;154.72
01-05-2016;16 - 17;154.87
01-05-2016;17 - 18;157.62
01-05-2016;18 - 19;164.02
01-05-2016;19 - 20;175.41
01-05-2016;20 - 21;186.65
01-05-2016;21 - 22;187.02
01-05-2016;22 - 23;183.82
01-05-2016;23 - 00;177.79
02-05-2016;00 - 01;163.58
02-05-2016;01 - 02;154.27
02-05-2016;02 - 03;151.74
02-05-2016;03 - 04;152.04
02-05-2016;04 - 05;153.16
02-05-2016;05 - 06;171.02
02-05-2016;06 - 07;188.06
02-05-2016;07 - 08;257.2
02-05-2016;08 - 09;260.18
02-05-2016;09 - 10;233.31
02-05-2016;10 - 11;210.54
02-05-2016;11 - 12;200.27
02-05-2016;12 - 13;188.21
02-05-2016;13 - 14;186.57
02-05-2016;14 - 15;183.22
02-05-2016;15 - 16;182.85
02-05-2016;16 - 17;180.55
02-05-2016;17 - 18;216.27
02-05-2016;18 - 19;245.59
02-05-2016;19 - 20;179.58
02-05-2016;20 - 21;178.39
02-05-2016;21 - 22;179.35
02-05-2016;22 - 23;175.86
02-05-2016;23 - 00;167.74
03-05-2016;00 - 01;161.84
03-05-2016;01 - 02;157.08
03-05-2016;02 - 03;156.56
03-05-2016;03 - 04;154.77
03-05-2016;04 - 05;157.45
03-05-2016;05 - 06;167.5
03-05-2016;06 - 07;176.8
03-05-2016;07 - 08;200.46
03-05-2016;08 - 09;219.74
03-05-2016;09 - 10;209.69
03-05-2016;10 - 11;205.9
03-05-2016;11 - 12;205.37
03-05-2016;12 - 13;191.39
03-05-2016;13 - 14;186.18
03-05-2016;14 - 15;180.97
03-05-2016;15 - 16;179.33
03-05-2016;16 - 17;177.92
03-05-2016;17 - 18;181.34
03-05-2016;18 - 19;181.71
03-05-2016;19 - 20;182.68
03-05-2016;20 - 21;182.08
03-05-2016;21 - 22;185.66
03-05-2016;22 - 23;181.86
03-05-2016;23 - 00;176.58
04-05-2016;00 - 01;165.87
04-05-2016;01 - 02;159.69
04-05-2016;02 - 03;158.13
04-05-2016;03 - 04;157.54
04-05-2016;04 - 05;160.81
04-05-2016;05 - 06;175.54
04-05-2016;06 - 07;186.04
04-05-2016;07 - 08;252.49
04-05-2016;08 - 09;267.67
04-05-2016;09 - 10;241.55
04-05-2016;10 - 11;212.16
04-05-2016;11 - 12;201.96
04-05-2016;12 - 13;189.24
04-05-2016;13 - 14;181.35
04-05-2016;14 - 15;178.67
04-05-2016;15 - 16;175.92
04-05-2016;16 - 17;177.7
04-05-2016;17 - 18;186.78
04-05-2016;18 - 19;207.1
04-05-2016;19 - 20;211.93
04-05-2016;20 - 21;207.25
04-05-2016;21 - 22;206.72
04-05-2016;22 - 23;181.13
04-05-2016;23 - 00;177.26
05-05-2016;00 - 01;172.08
05-05-2016;01 - 02;162.7
05-05-2016;02 - 03;158.24
05-05-2016;03 - 04;150.8
05-05-2016;04 - 05;147.3
05-05-2016;05 - 06;150.87
05-05-2016;06 - 07;152.13
05-05-2016;07 - 08;154.29
05-05-2016;08 - 09;158.31
05-05-2016;09 - 10;159.21
05-05-2016;10 - 11;158.54
05-05-2016;11 - 12;157.12
05-05-2016;12 - 13;155.56
05-05-2016;13 - 14;152.95
05-05-2016;14 - 15;149.68
05-05-2016;15 - 16;146.4
05-05-2016;16 - 17;146.7
05-05-2016;17 - 18;151.61
05-05-2016;18 - 19;159.13
05-05-2016;19 - 20;174.76
05-05-2016;20 - 21;173.5
05-05-2016;21 - 22;175.95
05-05-2016;22 - 23;175.06
05-05-2016;23 - 00;160.92
06-05-2016;00 - 01;154.19
06-05-2016;01 - 02;141.92
06-05-2016;02 - 03;137.31
06-05-2016;03 - 04;135.67
06-05-2016;04 - 05;142.14
06-05-2016;05 - 06;157.39
06-05-2016;06 - 07;173.23
06-05-2016;07 - 08;177.55
06-05-2016;08 - 09;186.62
06-05-2016;09 - 10;217.71
06-05-2016;10 - 11;178.44
06-05-2016;11 - 12;170.11
06-05-2016;12 - 13;165.57
06-05-2016;13 - 14;163.34
06-05-2016;14 - 15;160.44
06-05-2016;15 - 16;155.23
06-05-2016;16 - 17;153.67
06-05-2016;17 - 18;162.52
06-05-2016;18 - 19;170.18
06-05-2016;19 - 20;169.29
06-05-2016;20 - 21;165.72
06-05-2016;21 - 22;164.31
06-05-2016;22 - 23;162.15
06-05-2016;23 - 00;155.53
07-05-2016;00 - 01;147.39
07-05-2016;01 - 02;125.74
07-05-2016;02 - 03;111.23
07-05-2016;03 - 04;108.92
07-05-2016;04 - 05;111.3
07-05-2016;05 - 06;113.09
07-05-2016;06 - 07;121.05
07-05-2016;07 - 08;143.74
07-05-2016;08 - 09;148.35
07-05-2016;09 - 10;149.54
07-05-2016;10 - 11;150.81
07-05-2016;11 - 12;148.65
07-05-2016;12 - 13;148.28
07-05-2016;13 - 14;144.26
07-05-2016;14 - 15;139.28
07-05-2016;15 - 16;138.01
07-05-2016;16 - 17;135.04
07-05-2016;17 - 18;143.29
07-05-2016;18 - 19;148.2
07-05-2016;19 - 20;159.36
07-05-2016;20 - 21;148.28
07-05-2016;21 - 22;147.39
07-05-2016;22 - 23;146.72
07-05-2016;23 - 00;135.56
08-05-2016;00 - 01;112.87
08-05-2016;01 - 02;104.09
08-05-2016;02 - 03;85.64
08-05-2016;03 - 04;56.77
08-05-2016;04 - 05;52.31
08-05-2016;05 - 06;44.72
08-05-2016;06 - 07;56.55
08-05-2016;07 - 08;103.79
08-05-2016;08 - 09;126.04
08-05-2016;09 - 10;138.32
08-05-2016;10 - 11;148.96
08-05-2016;11 - 12;146.8
08-05-2016;12 - 13;143.08
08-05-2016;13 - 14;137.5
08-05-2016;14 - 15;134.08
08-05-2016;15 - 16;131.18
08-05-2016;16 - 17;127.83
08-05-2016;17 - 18;131.85
08-05-2016;18 - 19;133.41
08-05-2016;19 - 20;143.97
08-05-2016;20 - 21;144.35
08-05-2016;21 - 22;148.96
08-05-2016;22 - 23;149.7
08-05-2016;23 - 00;138.84
09-05-2016;00 - 01;117.19
09-05-2016;01 - 02;97.47
09-05-2016;02 - 03;92.93
09-05-2016;03 - 04;92.19
09-05-2016;04 - 05;109.6
09-05-2016;05 - 06;149.93
09-05-2016;06 - 07;168.16
09-05-2016;07 - 08;208.48
09-05-2016;08 - 09;246.58
09-05-2016;09 - 10;226.86
09-05-2016;10 - 11;180.28
09-05-2016;11 - 12;168.82
09-05-2016;12 - 13;166.52
09-05-2016;13 - 14;165.18
09-05-2016;14 - 15;163.91
09-05-2016;15 - 16;163.84
09-05-2016;16 - 17;163.32
09-05-2016;17 - 18;169.35
09-05-2016;18 - 19;170.16
09-05-2016;19 - 20;169.72
09-05-2016;20 - 21;166.89
09-05-2016;21 - 22;168.9
09-05-2016;22 - 23;164.66
09-05-2016;23 - 00;158.56
10-05-2016;00 - 01;156.91
10-05-2016;01 - 02;151.92
10-05-2016;02 - 03;145.9
10-05-2016;03 - 04;143.82
10-05-2016;04 - 05;147.83
10-05-2016;05 - 06;160.41
10-05-2016;06 - 07;169.41
10-05-2016;07 - 08;194.48
10-05-2016;08 - 09;266.2
10-05-2016;09 - 10;257.5
10-05-2016;10 - 11;217.55
10-05-2016;11 - 12;185.4
10-05-2016;12 - 13;174.54
10-05-2016;13 - 14;173.65
10-05-2016;14 - 15;174.17
10-05-2016;15 - 16;174.77
10-05-2016;16 - 17;171.86
10-05-2016;17 - 18;172.61
10-05-2016;18 - 19;170.3
10-05-2016;19 - 20;168.81
10-05-2016;20 - 21;167.25
10-05-2016;21 - 22;167.1
10-05-2016;22 - 23;165.39
10-05-2016;23 - 00;160.78
11-05-2016;00 - 01;156.83
11-05-2016;01 - 02;149.17
11-05-2016;02 - 03;145.97
11-05-2016;03 - 04;142.18
11-05-2016;04 - 05;147.83
11-05-2016;05 - 06;161.52
11-05-2016;06 - 07;178.04
11-05-2016;07 - 08;262.41
11-05-2016;08 - 09;294.62
11-05-2016;09 - 10;259.95
11-05-2016;10 - 11;218.81
11-05-2016;11 - 12;182.87
11-05-2016;12 - 13;176.03
11-05-2016;13 - 14;174.61
11-05-2016;14 - 15;172.75
11-05-2016;15 - 16;171.42
11-05-2016;16 - 17;170.52
11-05-2016;17 - 18;173.8
11-05-2016;18 - 19;175.73
11-05-2016;19 - 20;174.47
11-05-2016;20 - 21;173.57
11-05-2016;21 - 22;173.42
11-05-2016;22 - 23;165.39
11-05-2016;23 - 00;153.93
12-05-2016;00 - 01;145.11
12-05-2016;01 - 02;134.1
12-05-2016;02 - 03;128.59
12-05-2016;03 - 04;132.38
12-05-2016;04 - 05;139.01
12-05-2016;05 - 06;148.09
12-05-2016;06 - 07;171.75
12-05-2016;07 - 08;224.66
12-05-2016;08 - 09;253.38
12-05-2016;09 - 10;230.39
12-05-2016;10 - 11;215.28
12-05-2016;11 - 12;200.55
12-05-2016;12 - 13;188.94
12-05-2016;13 - 14;184.18
12-05-2016;14 - 15;184.18
12-05-2016;15 - 16;186.56
12-05-2016;16 - 17;187.08
12-05-2016;17 - 18;204.42
12-05-2016;18 - 19;221.68
12-05-2016;19 - 20;209.48
12-05-2016;20 - 21;189.09
12-05-2016;21 - 22;184.77
12-05-2016;22 - 23;178.82
12-05-2016;23 - 00;173.09
13-05-2016;00 - 01;165.95
13-05-2016;01 - 02;159.33
13-05-2016;02 - 03;156.58
13-05-2016;03 - 04;152.93
13-05-2016;04 - 05;157.25
13-05-2016;05 - 06;169.75
13-05-2016;06 - 07;179.5
13-05-2016;07 - 08;268.95
13-05-2016;08 - 09;299.24
13-05-2016;09 - 10;284.5
13-05-2016;10 - 11;263.22
13-05-2016;11 - 12;263.82
13-05-2016;12 - 13;230.25
13-05-2016;13 - 14;208.3
13-05-2016;14 - 15;183.67
13-05-2016;15 - 16;177.12
13-05-2016;16 - 17;175.11
13-05-2016;17 - 18;178.68
13-05-2016;18 - 19;196.24
13-05-2016;19 - 20;177.19
13-05-2016;20 - 21;176.15
13-05-2016;21 - 22;174.88
13-05-2016;22 - 23;172.8
13-05-2016;23 - 00;165.81
14-05-2016;00 - 01;156.22
14-05-2016;01 - 02;147.89
14-05-2016;02 - 03;142.98
14-05-2016;03 - 04;141.04
14-05-2016;04 - 05;137.25
14-05-2016;05 - 06;139.78
14-05-2016;06 - 07;137.32
14-05-2016;07 - 08;148.78
14-05-2016;08 - 09;151.98
14-05-2016;09 - 10;159.94
14-05-2016;10 - 11;161.43
14-05-2016;11 - 12;160.53
14-05-2016;12 - 13;157.26
14-05-2016;13 - 14;154.21
14-05-2016;14 - 15;151.01
14-05-2016;15 - 16;149.08
14-05-2016;16 - 17;149
14-05-2016;17 - 18;151.16
14-05-2016;18 - 19;152.5
14-05-2016;19 - 20;154.06
14-05-2016;20 - 21;152.2
14-05-2016;21 - 22;153.69
14-05-2016;22 - 23;164.77
14-05-2016;23 - 00;153.39
15-05-2016;00 - 01;151.87
15-05-2016;01 - 02;145.1
15-05-2016;02 - 03;141.23
15-05-2016;03 - 04;139.3
15-05-2016;04 - 05;134.46
15-05-2016;05 - 06;134.24
15-05-2016;06 - 07;133.12
15-05-2016;07 - 08;138.03
15-05-2016;08 - 09;143.54
15-05-2016;09 - 10;150.68
15-05-2016;10 - 11;153.06
15-05-2016;11 - 12;152.76
15-05-2016;12 - 13;150.53
15-05-2016;13 - 14;149.04
15-05-2016;14 - 15;147.63
15-05-2016;15 - 16;146.81
15-05-2016;16 - 17;148.15
15-05-2016;17 - 18;150.45
15-05-2016;18 - 19;152.24
15-05-2016;19 - 20;159.23
15-05-2016;20 - 21;161.31
15-05-2016;21 - 22;165.18
15-05-2016;22 - 23;164.88
15-05-2016;23 - 00;161.68
16-05-2016;00 - 01;159.82
16-05-2016;01 - 02;149.63
16-05-2016;02 - 03;138.85
16-05-2016;03 - 04;137.74
16-05-2016;04 - 05;137.44
16-05-2016;05 - 06;147.11
16-05-2016;06 - 07;158.63
16-05-2016;07 - 08;163.84
16-05-2016;08 - 09;167.63
16-05-2016;09 - 10;170.38
16-05-2016;10 - 11;171.87
16-05-2016;11 - 12;173.66
16-05-2016;12 - 13;170.31
16-05-2016;13 - 14;168.6
16-05-2016;14 - 15;166.44
16-05-2016;15 - 16;166.74
16-05-2016;16 - 17;166.37
16-05-2016;17 - 18;169.19
16-05-2016;18 - 19;177
16-05-2016;19 - 20;180.65
16-05-2016;20 - 21;180.13
